id,year,month,location,lat,lon,type,rating,edec,geog.acc,sight.loc,obs.mob,time.period,no.obs,no.thyl,dist
597,1993,NA,St Helens,-41.34684,148.26264,O,4,OO,Approx,Road,Driving,Night,1,3+,Near
598,1991,5,Cradle Link Rd,-41.58917,145.93437,O,4,OO,Approx,Road,Driving,Night,1,1,Near
599,1999,4,Forth,-41.1898,146.2503,O,3,OO,Approx,Bush,Walking,Night,1,1,Near
600,1983,1,Moina,-41.53253,146.0674,O,3,OO,Approx,Road,Driving,Day,1,1,Far
601,1995,3,Pipers Brook,-41.08407,147.18298,O,1,OO,Approx,Road,Driving,Night,2,1,Near
602,1984,NA,Montagu River,-40.86821,144.90554,O,5,OO,Approx,Road,Walking,Day,1,1,Near
603,1983,12,Black River,-40.85557,145.30613,S,5,EO,Approx,Road,Driving,Day,1,1,Near
604,1985,NA,West Calder,-41.11897,145.61908,O,4,OO,Approx,Road,Driving,Night,2,1,Near
605,1986,NA,Zeehan-Strahan Rd,-42.028856,145.26534,O,4,OO,Approx,Road,Driving,Night,1,1,Near
606,1990,3,Mt Saddleback,-41.38785,147.76051,O,4,OO,Approx,Road,Driving,Day,1,1,Near
607,1982,NA,Golden Valley,-41.63904,146.71637,O,5,OO,Approx,Road,Driving,Day,1,1,Near
608,1984,12,Pyengana,-41.28954,148.00465,S,3,EO,Approx,Road,Walking,Night,1,1,Near
609,1987,NA,Cradle Link Rd,-41.58917,145.93437,O,5,OO,Approx,Road,Driving,Day,3+,1,Far
610,1985,NA,Billycock Ranges,-41.17339,147.76905,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
611,1942,NA,Balfour,-41.26365,144.88296,OI,4,OI,Approx,Bush,Walking,Night,1,2,Far
612,1980,NA,London Lakes,-42.18851,146.52584,OI,3,OI,Approx,Bush,Walking,Day,3+,1,Near
613,1998,1,Pioneer,-41.08442,147.92813,O,5,OO,Approx,Bush,Walking,Day,1,1,Far
614,1980,NA,Derby,-41.14608,147.80167,O,4,OO,Approx,Bush,Walking,Night,1,1,Near
615,1981,NA,Silver Lake,-41.88966,146.36584,SI,3,EI,Approx,Bush,Walking,Day,1,1,Near
616,1969,12,Breona,-41.78474,146.7038,O,4,OO,Approx,Road,Driving,Day,1,1,Near
617,1975,NA,Deep Creek [flows into Duck River],-40.86702,145.17647,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
618,1935,NA,Butlers Gorge,-42.28094,146.2924,S,5,EO,Approx,Bush,Walking,Night,2,2,Near
619,1970,NA,Mawbanna,-40.9665,145.35767,O,4,OO,Approx,Bush,Walking,Night,1,1,Near
620,1964,NA,Mayberry,-41.5651,146.30298,O,4,OO,Approx,Bush,Walking,Night,3+,1,Far
621,1913,NA,West Montagu,-40.78157,144.90197,C,3,PS,Approx,Bush,Walking,Day,1,1,Near
622,1954,2,Pioneer,-41.08442,147.92813,K*,5,EO,Approx,Bush,Walking,Day,2,1,Near
623,1971,6,Waddamana,-42.18935,146.84233,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
624,1975,NA,Mawbanna,-40.9665,145.35767,O,2,OO,Approx,Bush,Walking,Day,2,3+,Near
625,1985,3,Preeces Marsh,-42.03601,147.12084,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
626,1983,NA,Arthurs Lake,-42.03444,146.89765,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
627,1985,NA,Brandum Bay,-41.81555,146.675,O*,2,OO,Approx,Bush,Walking,Day,1,1,Near
628,1989,NA,Lorinna,-41.5458,146.14219,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Near
629,1989,NA,Cradle Link Rd,-41.55668,145.926368,O,3,OO,Approx,Road,Driving,Unkn,3+,1,Unkn
630,2002,NA,Ringarooma River,-41.08057,147.94524,O,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
631,2011,3,Farm Cove,-42.34994,145.48203,O*,2,OO,Broad,Bush,Walking,Day,2,1,Far
632,2005,12,Gladstone-Tomahawk turnoff,-40.91515,147.77467,O,5,OO,Approx,Road,Driving,Day,2,1,Far
633,2004,2,North East,-41.34602,147.77863,O,3,OO,Broad,Road,Driving,Night,2,1,Near
634,2003,8,Smithton,-40.93798,145.06411,O,5,OO,Approx,Road,Driving,Day,1,1,Near
635,2002,2,Mt William NP,-40.93632,148.25348,O,1,OO,Approx,Bush,Walking,Day,1,1,Near
636,2001,9,North West,-41.11541,144.9838,O,1,OO,Broad,Road,Driving,Day,2,1,Unkn
637,1925,NA,Adamsfield,-42.71924,146.3249,S,5,EO,Approx,Bush,Walking,Night,3+,1,Near
638,1932,NA,Iron Store,-42.1652,145.66805,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
639,1939,5,Scopus,-40.8205,144.99935,S,5,EO,Approx,Bush,Walking,Night,1,1,Near
640,1939,NA,Arthur & Salmon Rivers,-41.07203,144.81414,S,5,EO,Approx,Bush,Walking,Unkn,3+,3+,Unkn
641,1951,7,Lake Rhona,-42.55116,146.28811,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
643,1941,4,Mt Misery,-42.96972,147.00799,OI,4,OI,Approx,Bush,Walking,Night,1,2,Far
644,1946,NA,Clear Hill,-42.68288,146.27149,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
646,1953,12,Middlesex,-41.54332,145.98287,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
647,2010,NA,South Mount Cameron,-41.01353,147.96379,O,3,OO,Approx,Bush,Walking,Day,1,1,Near
650,1927,NA,Lake St Clair,-42.11671,146.17776,S,5,EO,Approx,Bush,Walking,Day,1,2,Near
651,1927,NA,Lake St Clair,-42.11671,146.17776,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
652,1930,NA,Adamsfield,-42.72345,146.35405,S,5,EO,Approx,Bush,Walking,Day,2,1,Near
653,2017,4,Launceston,-41.49809,147.0997,O*,3,OO,Approx,Road,Driving,Night,1,1,Near
654,2017,1,Deep Gully Forest Reserve,-41.39047,145.54413,O*,1,OO,Approx,Road,Driving,Day,1,1,Far
655,2016,6,Kenzies Hill,-41.53873,146.33146,O*,1,OO,Approx,Road,Driving,Day,1,1,Near
656,2015,5,Dawson Rd,-42.51179,146.64132,O*,1,OO,Approx,Bush,Walking,Unkn,1,1,Near
658,1995,NA,Elderslie,-42.62285,147.06954,O*,1,OO,Approx,Bush,Walking,Day,Unkn,1,Near
659,2015,6,Bellbuoy Beach,-41.05467,146.84268,O*,1,OO,Approx,Bush,Walking,Day,1,1,Near
661,1945,NA,Mt Dipwood,-41.05071,145.43267,S,5,EO,Approx,Bush,Walking,Unkn,1,2,Near
664,1965,11,Hellyer Gorge,-41.28411,145.60398,O,5,OO,Approx,Road,Driving,Unkn,1,3+,Near
667,1962,NA,Whyte River,-41.40754,145.45166,SI,5,EI,Approx,Bush,Walking,Day,1,3+,Near
668,1965,NA,Whyte River,-41.40754,145.45166,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
669,1945,NA,Romney Marsh,-41.52705,145.66157,S,5,EO,Approx,Bush,Walking,Unkn,1,2,Near
670,1919,NA,Port Davey,-43.23149,145.97077,K,3,PS,Approx,Bush,Walking,Day,2,1,Near
671,1930,NA,Welcome Swamp,-40.95052,144.7968,S,5,EO,Approx,Bush,Walking,Unkn,3+,1,Unkn
672,1939,NA,Mt Anne,-42.94424,146.42169,O,5,OO,Approx,Bush,Walking,Night,2,1,Near
673,1949,NA,Western Bluff,-41.63381,146.28631,O,5,OO,Approx,Bush,Walking,Day,2,1,Near
674,1954,2,Highland Lakes Rd,-41.63904,146.71637,O,4,OO,Approx,Road,Driving,Day,1,1,Near
675,1986,NA,Nunamara-Lilydale Rd,-41.33661,147.19623,O,4,OO,Approx,Road,Driving,Night,2,1,Near
676,1973,NA,Arthur River,-41.05263,144.66732,O*,2,OO,Approx,Bush,Walking,Night,1,1,Near
677,1928,NA,Adamsfield-Maydena track,-42.71924,146.3249,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
678,1925,NA,"""Stonehurst""",-42.5256,147.78217,S,5,EO,Precise,Bush,Walking,Day,2,1,Near
679,1916,NA,Blue Tier,-41.20052,148.00412,S,5,EO,Approx,Bush,Walking,Day,2,1,Near
680,1941,NA,Hellyer River,-41.37847,145.67641,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
681,1942,9,Waratah,-41.46843,145.35248,S,5,EO,Approx,Road,Driving,Day,1,1,Near
682,1980,NA,Big Plain,-41.55054,146.47463,O,3,OO,Approx,Bush,Walking,Day,1,1,Far
683,1913,NA,Waratah,-41.44451,145.53322,K*,3,EO,Approx,Bush,Walking,Unkn,1,1,Near
684,1926,NA,Waratah,-41.44451,145.53322,K*,3,EO,Approx,Bush,Walking,Unkn,1,1,Near
685,1929,NA,Blessington,-41.49334,147.43202,K*,3,EO,Approx,Bush,Walking,Unkn,1,1,Near
686,1923,9,Adamsfield,-42.71924,146.3249,C,5,PS,Approx,Bush,Walking,Day,1,1,Near
691,1912,NA,Black River,-40.86182,145.32864,K*,5,EO,Approx,Bush,Walking,Day,2,1,Near
692,1938,NA,Point Hibbs,-42.60374,145.295,S,5,EO,Approx,Bush,Walking,Unkn,1,3+,Near
693,1941,NA,Mt Misery,-42.96972,147.00799,S,5,EO,Approx,Bush,Walking,Night,1,2,Near
694,1945,NA,The Gardens,-41.1671,148.28382,K*,4,EO,Approx,Bush,Walking,Unkn,1,1,Near
695,1947,NA,Eastern Tiers,-42.18377,147.65087,O*,2,OO,Approx,Bush,Walking,Day,3+,1,Far
696,1948,NA,Hellyer Gorge ,-41.21923,145.57138,S,5,EO,Approx,Road,Walking,Night,1,2,Near
697,1948,NA,Burnie,-41.05541,145.9043,O*,4,OO,Approx,Bush,Walking,Unkn,1,1,Near
698,1952,12,Prince of Wales Range,-42.48882,146.06954,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
699,1953,1,Adamsfield,-42.72691,146.34163,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
700,1957,4,Little Waterhouse Lake,-40.87203,147.61281,O,4,OO,Approx,Bush,Walking,Day,3+,1,Near
701,1957,NA,Aberfoyle Mine,-41.65334,147.7559,O,5,OO,Approx,Road,Driving,Night,1,1,Near
702,1959,2,Arthur River,-41.05263,144.66732,S,4,EO,Approx,Road,Driving,Night,1,1,Near
703,1959,NA,Alster Green Bridge,-41.0992,145.43821,OI,3,OI,Approx,Bush,Driving,Night,2,3+,Far
704,1959,NA,George Town Airport,-41.08097,146.84006,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Near
705,1961,NA,George Town,-41.07107,146.81665,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
706,1964,12,Pipers River,-41.15625,147.09721,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
707,1965,1,Brandum Bay,-41.81555,146.675,O*,1,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
708,1965,4,Mole Creek,-41.64185,146.3923,S,4,EO,Approx,Bush,Walking,Night,1,1,Near
709,1965,6,Saxons Creek,-41.28222,146.72603,O,4,OO,Approx,Road,Driving,Night,1,1,Unkn
710,1966,1,Mt Achilles,-41.83781,145.96007,O*I,2,OI,Approx,Bush,Walking,Night,3+,2,Far
711,1966,3,Low Head,-41.07419,146.80653,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Near
712,1966,11,Little Pipers River,-41.02683,147.2314,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
713,1967,3,Deddington,-41.60228,147.41688,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
714,1967,4,St Peters Pass,-42.24224,147.40423,O,4,OO,Approx,Bush,Walking,Unkn,2,1,Near
715,1967,6,Great Lake,-41.78659,146.702,S,3,EO,Approx,Bush,Walking,Day,1,1,Unkn
716,1967,9,Beechford,-41.03597,146.9388,O,3,OO,Approx,Bush,Walking,Night,1,1,Unkn
718,1970,NA,Richmond,-42.74655,147.41854,O*,3,OO,Approx,Road,Driving,Day,2,1,Near
719,1970,NA,Lake Augusta,-41.86421,146.49932,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
720,1970,NA,Bridgenorth,-41.01839,147.40305,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
721,1971,12,Eastburn [property name] [Faulkners Estate],-41.81163,147.61793,O,4,OO,Approx,Road,Driving,Night,1,1,Near
722,1971,NA,Waterfall Creek,-41.22929,147.21076,O,3,OO,Approx,Road,Driving,Night,2,1,Near
723,1971,NA,Lietinna,-41.15812,147.46306,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
724,1972,4,Western Tiers,-41.74996,146.58128,SI,3,EI,Approx,Bush,Walking,Day,2,1,Near
725,1973,3,Epping Forest,-41.763,147.35373,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
726,1974,7,East Tamar Hwy,-41.23964,147.00781,O,4,OO,Approx,Road,Driving,Night,1,1,Near
727,1975,NA,Cluan Tier,-41.6508,146.79834,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
728,1975,NA,Stitt River bridge,-41.78201,145.5404,O,4,OO,Approx,Road,Driving,Night,1,1,Near
729,1976,1,Lady Nelson Creek bridge,-41.33001,147.07803,O,3,OO,Approx,Road,Driving,Day,1,1,Unkn
730,1976,2,Wingys Tier,-42.01761,147.20267,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
732,1977,NA,St Marys Pass,-41.54539,148.22258,O,3,OO,Approx,Road,Driving,Unkn,1,1,Unkn
733,1978,2,Midlands Highway,-41.61368,147.22342,O,4,OO,Approx,Road,Driving,Night,1,1,Near
734,1978,2,Reedy Marsh (in State Forest),-41.4599,146.7177,O,3,OO,Approx,Bush,Walking,Night,2,1,Near
735,1978,4,Conara,-41.79204,147.45361,O,4,OO,Approx,Road,Driving,Night,2,1,Near
736,1978,10,Batman Bridge,-41.21837,146.91355,O,3,OO,Approx,Road,Driving,Night,1,1,Near
737,1979,5,The Sideling,-41.2669,147.401,O,4,OO,Approx,Road,Driving,Night,1,1,Near
738,1979,7,Lake Leake Highway,-41.99073,147.70947,O,3,OO,Approx,Road,Driving,Night,1,1,Near
739,1979,11,The Sideling ,-41.25766,147.43029,O,3,OO,Approx,Road,Driving,Day,2,1,Near
740,1979,11,Esk Highway,-41.57821,148.14434,O,4,OO,Approx,Road,Driving,Day,1,1,Near
741,1980,1,Castra Rivulet Waterfalls,-41.35832,146.09148,O*I,1,OI,Approx,Bush,Walking,Night,1,2,Near
742,1980,2,Pipers River &  Weymouth,-41.13799,147.18721,O,4,OO,Approx,Road,Driving,Day,3+,1,Near
743,1980,6,Forester,-41.06587,147.68395,O*,2,OO,Approx,Road,Driving,Day,1,1,Near
744,1980,7,Mt Direction,-41.19761,147.02216,O,4,OO,Approx,Road,Driving,Day,1,1,Near
745,1980,12,Friendly Beaches,-42.00113,148.24849,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
746,1980,10,Lilydale,-41.29075,147.20601,O,4,OO,Approx,Road,Driving,Night,1,2,Near
748,1981,12,Dip Falls Rd,-41.04069,145.36737,O,5,OO,Approx,Road,Driving,Day,2,1,Near
749,1982,NA,Hellyer Gorge,-41.28411,145.60398,O,3,OO,Approx,Bush,Walking,Day,3+,1,Near
750,1983,4,George Town,-41.11865,146.84015,O*,3,OO,Approx,Road,Driving,Day,1,1,Near
751,1983,5,West Tamar,-41.25882,146.91096,O*,1,OO,Approx,Road,Driving,Night,2,1,Near
752,1984,4,South Mount Cameron,-41.01381,147.96362,O,4,OO,Approx,Road,Driving,Night,1,1,Near
753,1984,5,White Gum Reserve,-41.41052,147.97309,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
754,1984,5,Ring River,-41.81655,145.464,O,4,OO,Approx,Road,Driving,Night,1,1,Near
755,1987,1,Pipeline Rd,-41.28148,145.31983,O,3,OO,Approx,Road,Driving,Day,1,1,Near
756,1987,NA,Midland Valley,-42.01379,147.49199,O*,3,OO,Broad,Road,Driving,Day,1,1,Far
757,1989,1,Cradle Mountain,-41.58917,145.93437,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
758,1989,12,Gladstone,-40.95998,148.00958,O*,1,OO,Approx,Road,Driving,Night,2,1,Near
759,1989,NA,Mersey Lea,-41.3706,146.47355,O,3,OO,Approx,Road,Driving,Unkn,1,1,Near
760,1990,5,Nunamara,-41.37068,147.29875,O,4,OO,Approx,Road,Driving,Night,2,1,Near
761,1990,5,Kellys Lookout,-41.30395,146.7756,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
762,1991,12,Strowan,-41.71714,147.37798,O,4,OO,Precise,Bush,Walking,Day,2,1,Far
763,1994,NA,Cuckoo,-41.20787,147.57467,O,3,OO,Approx,Bush,Walking,Day,2,1,Near
764,1995,NA,Preolenna,-41.08843,145.57781,O,3,OO,Approx,Road,Driving,Night,3+,1,Near
765,1995,2,Western Tiers,-41.7774,146.7119,O*,1,OO,Approx,Bush,Walking,Night,1,1,Far
766,1997,10,Tullah,-41.73967,145.61492,O,4,OO,Approx,Road,Driving,Night,2,1,Near
767,1997,12,Weymouth Rd,-41.0815,147.09331,O,3,OO,Approx,Road,Driving,Day,3+,1,Near
768,1998,7,Westbury,-41.56874,146.7238,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
769,2000,3,Mt William NP,-40.93632,148.25348,O,4,OO,Approx,Bush,Driving,Day,3+,2,Far
770,1996,NA,Ben Lomond,-41.56573,147.66182,O,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
771,1977,9,Swansea,-42.13378,148.07115,O,2,OO,Approx,Bush,Walking,Day,1,1,Near
772,1965,NA,Nelson Bay River,-41.12977,144.68828,S,3,EO,Approx,Bush,Walking,Day,1,3+,Near
773,1968,NA,Mt Holloway,-41.41248,145.02166,SI,3,EI,Approx,Bush,Walking,Night,1,2,Far
774,1966,NA,Liena,-41.55703,146.22446,O*,2,OO,Approx,Bush,Walking,Unkn,3+,1,Unkn
775,1967,NA,Liena,-41.55703,146.22446,O*,2,OO,Approx,Bush,Walking,Unkn,3+,1,Unkn
776,1962,NA,Pieman River,-41.66531,144.92825,O*I,2,OI,Approx,Bush,Walking,Night,3+,2,Far
777,1960,NA,Wedge plain,-42.85163,146.21764,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
778,1968,NA,Arthurs Peak,-43.18639,147.9149,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
779,1962,NA,Cardigan River,-42.12583,145.83306,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
781,1969,NA,Mawbanna,-40.93726,145.3433,O*,2,OO,Approx,Road,Driving,Unkn,2,1,Unkn
782,1970,NA,Crayfish Creek,-40.85239,145.36667,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
783,1968,NA,Mawbanna,-40.9665,145.35767,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
784,1940,NA,Dip River,-41.03526,145.37679,O*,4,OO,Approx,Bush,Walking,Night,1,1,Near
785,1943,NA,Dip River,-41.03526,145.37679,C*,4,EO,Approx,Bush,Walking,Day,1,1,Near
786,1967,NA,Crayfish Creek,-40.85239,145.36667,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
787,1967,NA,Beechford,-41.03597,146.9388,O,3,OO,Approx,Bush,Walking,Day,3+,1,Unkn
788,1932,NA,Black Bluff,-41.45238,145.95455,C*,5,EO,Approx,Bush,Walking,Day,3+,1,Near
789,1971,NA,Mangos Bay,-42.48704,145.25451,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
790,1972,8,Hellyer River,-41.39467,145.66008,O,4,OO,Approx,Road,Driving,Day,1,1,Near
791,1956,NA,Diddleum Plains,-41.32944,147.44241,O,5,OO,Approx,Road,Driving,Unkn,2,1,Near
792,1965,NA,Cape Grim,-40.68297,144.69007,O,5,OO,Approx,Bush,Walking,Day,1,1,Unkn
793,1963,NA,Mathinna,-41.39949,147.80583,O*,2,OO,Approx,Bush,Walking,Day,1,1,Near
794,1972,11,Friendly Beaches,-41.99341,148.24944,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
795,1964,10,Lune River Road,-43.42691,146.90571,S,5,EO,Approx,Road,Driving,Night,1,1,Near
796,1969,8,Evandale,-41.57242,147.26773,O,1,OO,Approx,Road,Driving,Day,1,1,Near
797,1935,NA,Lake Furmage,-41.75294,146.48677,S,5,EO,Approx,Bush,Walking,Day,1,3+,Near
798,1969,3,Lake Echo,-42.15619,146.60644,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
799,1972,11,Jinglers Creek,-41.50174,147.17361,O,3,OO,Approx,Road,Driving,Night,1,1,Near
800,1971,NA,Kerry Lodge Bridge,-41.49434,147.18162,C*,4,EO,Approx,Bush,Walking,Day,3+,1,Near
801,1972,NA,Breadalbane,-41.52232,147.18025,O,2,OO,Approx,Bush,Walking,Day,1,1,Near
802,1970,12,Minnow River,-41.45831,146.35509,O,4,OO,Approx,Road,Walking,Day,1,1,Unkn
803,1972,NA,St Helens-Gladstone Rd,-41.27544,148.12239,O,3,OO,Approx,Road,Driving,Night,3+,1,Far
804,1970,NA,Launceston,-41.43327,147.14408,O,4,OO,Approx,Road,Driving,Night,3+,1,Near
805,1919,NA,Walls of Jerusalem,-41.90178,146.25172,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
806,1934,NA,Mawbanna,-40.9665,145.35767,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
807,1972,2,Takone,-41.17882,145.49292,S,5,EO,Approx,Road,Driving,Night,1,1,Near
808,1972,NA,Cuckoo Valley,-41.20787,147.57467,O,1,OO,Approx,Road,Driving,Day,2,1,Near
809,1926,NA,Forest,-40.83571,145.23243,K*,5,EO,Approx,Bush,Walking,Night,2,1,Near
810,1969,NA,Arthur River,-41.05263,144.66732,O*,3,OO,Approx,Bush,Walking,Day,1,1,Far
811,1971,12,Pipeline Rd,-41.28148,145.31983,O*,3,OO,Approx,Road,Driving,Night,2,1,Near
812,1972,1,Mawbanna,-40.9665,145.35767,O*,2,OO,Approx,Road,Driving,Night,2,1,Far
813,1953,NA,Little Henty River,-41.94856,145.19568,S,5,EO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
814,1923,NA,Mt La Perouse,-43.50089,146.73828,S,5,EO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
815,1947,NA,Longback,-41.5426,145.09463,S,5,EO,Approx,Bush,Walking,Day,3+,1,Unkn
816,1947,NA,Donaldson River,-41.59143,145.05856,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Far
817,1970,1,Montagu River,-40.94092,144.87362,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
818,1970,9,Togari,-40.9393,144.88213,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
819,1972,NA,Diddleum Rd,-41.32635,147.49934,O,2,OO,Approx,Road,Driving,Night,3+,1,Near
820,1955,12,Mt Barrow,-41.36475,147.39499,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
821,1988,12,Central Highlands,-41.86082,146.58744,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
822,1962,9,Coles Bay,-42.0832,148.23611,O,1,OO,Approx,Road,Driving,Night,1,1,Near
823,1958,NA,Friendly Beaches,-42.00113,148.24849,O,5,OO,Approx,Bush,Walking,Unkn,1,2,Unkn
824,1962,2,Coles Bay,-42.1348,148.30305,S,4,EO,Approx,Road,Driving,Night,1,1,Near
825,1966,1,Hartz Mountains,-43.24378,146.76654,O,3,OO,Approx,Road,Driving,Day,3+,1,Near
826,1968,5,Cradle Mountain,-41.58917,145.93437,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
827,1966,NA,Cradle Mountain,-41.58917,145.93437,O,2,OO,Approx,Bush,Walking,Day,1,1,Near
828,1968,10,Ansons Bay,-41.04439,148.23799,O,4,OO,Approx,Road,Driving,Night,2,1,Near
829,1967,NA,St Helens-Gladstone Rd,-41.27544,148.12239,O*,1,OO,Approx,Road,Driving,Unkn,2,1,Unkn
830,1970,2,Exton,-41.52055,146.73508,O,1,OO,Approx,Road,Driving,Night,1,1,Unkn
831,1973,3,Little Pipers River,-40.99845,147.20634,O,5,OO,Approx,Bush,Walking,Night,3+,1,Far
832,1970,NA,West Coast,-42.06122,145.25448,O,5,OO,Broad,Bush,Walking,Night,1,1,Near
833,1978,5,Deloraine,-41.52569,146.65818,O*I,1,OI,Approx,Bush,Walking,Day,1,1,Near
834,1979,7,The Sideling,-41.25766,147.43029,O,2,OO,Approx,Road,Driving,Unkn,2,1,Near
835,1973,3,Pipers River-Bridport,-41.08181,147.13225,O,5,OO,Approx,Road,Driving,Night,1,1,Far
837,1978,2,Myrtle Park,-41.31998,147.36356,O,1,OO,Approx,Road,Driving,Night,3+,1,Near
838,1976,10,Double Cove,-42.33972,145.33511,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
839,1977,2,Black River,-40.85239,145.36667,O,3,OO,Approx,Road,Driving,Night,2,1,Unkn
840,1974,4,Rosebery,-41.78097,145.58447,O,4,OO,Approx,Road,Driving,Night,3+,1,Near
841,1983,8,Sheffield,-41.38476,146.33149,O*I,2,OI,Approx,Bush,Driving,Day,2,1,Near
842,1989,8,West Frankford,-41.31612,146.70725,O,2,OO,Approx,Road,Driving,Day,2,1,Far
843,1991,5,Panama State Forest,-41.20167,147.30328,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
845,1983,NA,Dilston-Turners Marsh,-41.30912,147.10335,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
846,1989,NA,Tomahawk-Gladstone,-40.92936,147.81968,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
847,1958,NA,Butlers Gorge,-42.31398,146.41751,S,5,EO,Approx,Road,Driving,Day,2,1,Near
848,1996,2,Cape Sorell,-42.19787,145.16973,O,4,OO,Approx,Road,Walking,Day,2,1,Far
849,1997,3,Wynyard,-41.05604,145.74322,S,5,EO,Approx,Road,Driving,Day,2,1,Far
850,1983,NA,Mole Creek,-41.55654,146.40325,O,5,OO,Approx,Road,Driving,Unkn,1,1,Near
851,1979,9,Western Tiers,-41.74996,146.58128,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
852,1990,1,Panama State Forest,-41.20167,147.30328,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
853,1996,3,Travellers Rest,-41.51895,147.09859,O,2,OO,Approx,Road,Driving,Night,2,1,Near
854,1973,1,Temma,-41.22898,144.6863,O,3,OO,Approx,Bush,Walking,Day,1,1,Near
855,1972,1,Queenstown-Strahan Rd,-42.15579,145.44573,O,2,OO,Approx,Road,Driving,Night,3+,1,Near
856,1974,NA,Fingal,-41.63835,147.96964,O*,1,OO,Approx,Bush,Walking,Night,1,1,Near
857,1979,7,Central Highlands,-41.86082,146.58744,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
858,1983,1,Western Tiers,-41.74996,146.58128,O,3,OO,Approx,Road,Driving,Night,1,2,Far
859,1972,3,Middlesex Plains,-41.54332,145.98287,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
860,1972,4,Granville Harbour,-41.74846,145.10499,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
861,1969,2,Lewis River,-42.95003,145.54816,S,4,EO,Approx,Bush,Walking,Unkn,3+,1,Near
862,1970,11,Luina,-41.46707,145.38461,O,4,OO,Approx,Road,Driving,Night,2,1,Near
863,1955,NA,Beulah,-41.45089,146.37843,S,5,EO,Approx,Bush,Walking,Unkn,1,3+,Unkn
864,1972,NA,Hellyer Gorge,-41.28411,145.60398,O,4,OO,Approx,Road,Driving,Day,1,1,Near
